fecha,p_mensual,estacion
1993-05-01,103.0,lp_aero
1993-06-01,126.0,lp_aero
1993-07-01,24.0,lp_aero
1993-08-01,21.0,lp_aero
1993-09-01,46.0,lp_aero
1993-10-01,179.0,lp_aero
1993-11-01,220.0,lp_aero
1993-12-01,169.0,lp_aero
1994-01-01,52.0,lp_aero
1994-02-01,29.0,lp_aero
1994-03-01,119.0,lp_aero
1994-04-01,137.0,lp_aero
1994-05-01,131.0,lp_aero
1994-06-01,46.0,lp_aero
1994-07-01,114.0,lp_aero
1994-08-01,26.0,lp_aero
1994-09-01,15.0,lp_aero
1994-10-01,108.0,lp_aero
1994-11-01,34.0,lp_aero
1994-12-01,134.0,lp_aero
1995-01-01,86.0,lp_aero
1995-02-01,171.0,lp_aero
1995-03-01,133.0,lp_aero
1995-04-01,221.0,lp_aero
1995-05-01,10.0,lp_aero
1995-06-01,25.0,lp_aero
1995-07-01,34.0,lp_aero
1995-08-01,15.0,lp_aero
1995-09-01,40.0,lp_aero
1995-10-01,79.0,lp_aero
1995-11-01,117.0,lp_aero
1995-12-01,31.0,lp_aero
1996-01-01,113.0,lp_aero
1996-02-01,150.0,lp_aero
1996-03-01,51.0,lp_aero
1996-04-01,97.0,lp_aero
1996-05-01,31.0,lp_aero
1996-06-01,17.0,lp_aero
1996-07-01,50.0,lp_aero
1996-08-01,35.0,lp_aero
1996-09-01,132.0,lp_aero
1996-10-01,72.0,lp_aero
1996-11-01,110.0,lp_aero
1996-12-01,112.0,lp_aero
1997-01-01,114.0,lp_aero
1997-02-01,92.0,lp_aero
1997-03-01,55.0,lp_aero
1997-04-01,63.0,lp_aero
1997-05-01,34.0,lp_aero
1997-06-01,70.0,lp_aero
1997-07-01,61.0,lp_aero
1997-08-01,104.0,lp_aero
1997-09-01,4.0,lp_aero
1997-10-01,82.0,lp_aero
1997-11-01,147.0,lp_aero
1997-12-01,193.0,lp_aero
1998-01-01,168.0,lp_aero
1998-02-01,55.0,lp_aero
1998-03-01,149.0,lp_aero
1998-04-01,121.0,lp_aero
1998-05-01,66.0,lp_aero
1998-06-01,17.0,lp_aero
1998-07-01,88.0,lp_aero
1998-08-01,7.0,lp_aero
1998-09-01,61.0,lp_aero
1998-10-01,69.0,lp_aero
1998-11-01,65.0,lp_aero
1998-12-01,117.0,lp_aero
1999-01-01,99.0,lp_aero
1999-02-01,168.0,lp_aero
1999-03-01,144.0,lp_aero
1999-04-01,40.0,lp_aero
1999-05-01,32.0,lp_aero
1999-06-01,22.0,lp_aero
1999-07-01,113.0,lp_aero
1999-08-01,95.0,lp_aero
1999-09-01,82.0,lp_aero
1999-10-01,15.0,lp_aero
1999-11-01,90.0,lp_aero
1999-12-01,58.0,lp_aero
2000-01-01,80.0,lp_aero
2000-02-01,88.0,lp_aero
2000-03-01,35.0,lp_aero
2000-04-01,129.0,lp_aero
2000-05-01,288.0,lp_aero
2000-06-01,114.0,lp_aero
2000-07-01,52.0,lp_aero
2000-08-01,108.0,lp_aero
2000-09-01,91.0,lp_aero
2000-10-01,165.0,lp_aero
2000-11-01,94.0,lp_aero
2000-12-01,94.0,lp_aero
2001-01-01,132.0,lp_aero
2001-02-01,112.0,lp_aero
2001-03-01,220.0,lp_aero
2001-04-01,24.0,lp_aero
2001-05-01,59.0,lp_aero
2001-06-01,73.0,lp_aero
2001-07-01,64.0,lp_aero
2001-08-01,191.0,lp_aero
2001-09-01,45.0,lp_aero
2001-10-01,176.0,lp_aero
2001-11-01,116.0,lp_aero
2001-12-01,101.0,lp_aero
2002-01-01,259.0,lp_aero
2002-02-01,80.0,lp_aero
2002-03-01,358.0,lp_aero
2002-04-01,126.0,lp_aero
2002-05-01,140.0,lp_aero
2002-06-01,33.0,lp_aero
2002-07-01,94.0,lp_aero
2002-08-01,77.0,lp_aero
2002-09-01,91.0,lp_aero
2002-10-01,54.0,lp_aero
2002-11-01,98.0,lp_aero
2002-12-01,82.0,lp_aero
2003-01-01,44.0,lp_aero
2003-02-01,173.0,lp_aero
2003-03-01,65.0,lp_aero
2003-04-01,46.0,lp_aero
2003-05-01,58.0,lp_aero
2003-06-01,54.0,lp_aero
2003-07-01,49.0,lp_aero
2003-08-01,36.0,lp_aero
2003-09-01,86.0,lp_aero
2003-10-01,71.0,lp_aero
2003-11-01,177.0,lp_aero
2003-12-01,75.0,lp_aero
2004-01-01,92.0,lp_aero
2004-02-01,24.0,lp_aero
2004-03-01,20.0,lp_aero
2004-04-01,226.0,lp_aero
2004-05-01,41.0,lp_aero
2004-06-01,47.0,lp_aero
2004-07-01,34.0,lp_aero
2004-08-01,65.0,lp_aero
2004-09-01,21.0,lp_aero
2004-10-01,51.0,lp_aero
2004-11-01,132.0,lp_aero
2004-12-01,102.0,lp_aero
2005-01-01,149.0,lp_aero
2005-02-01,50.0,lp_aero
2005-03-01,117.0,lp_aero
2005-04-01,58.0,lp_aero
2005-05-01,22.0,lp_aero
2005-06-01,66.0,lp_aero
2005-07-01,105.0,lp_aero
2005-08-01,110.0,lp_aero
2005-09-01,80.0,lp_aero
2005-10-01,39.0,lp_aero
2005-11-01,60.0,lp_aero
2005-12-01,67.0,lp_aero
2006-01-01,234.0,lp_aero
2006-02-01,163.0,lp_aero
2006-03-01,132.0,lp_aero
2006-04-01,60.0,lp_aero
2006-05-01,8.0,lp_aero
2006-06-01,72.0,lp_aero
2006-07-01,67.0,lp_aero
2006-08-01,15.0,lp_aero
2006-09-01,27.0,lp_aero
2006-10-01,99.0,lp_aero
2006-11-01,49.0,lp_aero
2006-12-01,160.0,lp_aero
2007-01-01,31.0,lp_aero
2007-02-01,99.0,lp_aero
2007-03-01,254.0,lp_aero
2007-04-01,125.0,lp_aero
2007-05-01,72.0,lp_aero
2007-06-01,39.0,lp_aero
2007-07-01,19.0,lp_aero
2007-08-01,53.0,lp_aero
2007-09-01,94.0,lp_aero
2007-10-01,249.0,lp_aero
2007-11-01,66.0,lp_aero
2007-12-01,28.0,lp_aero
2008-01-01,48.0,lp_aero
2008-02-01,140.0,lp_aero
2008-03-01,118.0,lp_aero
2008-04-01,42.0,lp_aero
2008-05-01,26.0,lp_aero
2008-06-01,64.0,lp_aero
2008-07-01,40.0,lp_aero
2008-08-01,26.0,lp_aero
2008-09-01,26.0,lp_aero
2008-10-01,70.0,lp_aero
2008-11-01,15.0,lp_aero
2008-12-01,10.0,lp_aero
2009-01-01,14.0,lp_aero
2009-02-01,156.0,lp_aero
2009-03-01,106.0,lp_aero
2009-04-01,26.0,lp_aero
2009-05-01,37.0,lp_aero
2009-06-01,22.0,lp_aero
2009-07-01,114.0,lp_aero
2009-08-01,23.0,lp_aero
2009-09-01,121.0,lp_aero
2009-10-01,154.0,lp_aero
2009-11-01,156.0,lp_aero
2009-12-01,104.0,lp_aero
2010-01-01,119.0,lp_aero
2010-02-01,262.0,lp_aero
2010-03-01,72.0,lp_aero
2010-04-01,62.0,lp_aero
2010-05-01,118.0,lp_aero
2010-06-01,51.0,lp_aero
2010-07-01,98.0,lp_aero
2010-08-01,9.0,lp_aero
2010-09-01,97.0,lp_aero
2010-10-01,33.0,lp_aero
2010-11-01,34.0,lp_aero
2010-12-01,54.0,lp_aero
2011-01-01,162.0,lp_aero
2011-02-01,32.0,lp_aero
2011-03-01,28.0,lp_aero
2011-04-01,80.0,lp_aero
2011-05-01,29.0,lp_aero
2011-06-01,129.0,lp_aero
2011-07-01,89.0,lp_aero
2011-08-01,25.0,lp_aero
2011-09-01,26.0,lp_aero
2011-10-01,62.0,lp_aero
2011-11-01,69.0,lp_aero
2011-12-01,55.0,lp_aero
2012-01-01,22.0,lp_aero
2012-02-01,186.0,lp_aero
2012-03-01,77.0,lp_aero
2012-04-01,45.0,lp_aero
2012-05-01,72.0,lp_aero
2012-06-01,18.0,lp_aero
2012-07-01,21.0,lp_aero
2012-08-01,228.0,lp_aero
2012-09-01,42.0,lp_aero
2012-10-01,183.0,lp_aero
2012-11-01,52.0,lp_aero
2012-12-01,172.0,lp_aero
2013-01-01,73.0,lp_aero
2013-02-01,82.0,lp_aero
2013-03-01,100.0,lp_aero
2013-04-01,237.0,lp_aero
2013-05-01,103.0,lp_aero
2013-06-01,13.0,lp_aero
2013-07-01,75.0,lp_aero
2013-08-01,5.0,lp_aero
2013-09-01,174.0,lp_aero
2013-10-01,30.0,lp_aero
2013-11-01,149.0,lp_aero
2013-12-01,35.0,lp_aero
2014-01-01,192.0,lp_aero
2014-02-01,223.0,lp_aero
2014-03-01,134.0,lp_aero
2014-04-01,70.0,lp_aero
2014-05-01,90.0,lp_aero
2014-06-01,37.0,lp_aero
2014-07-01,147.0,lp_aero
2014-08-01,72.0,lp_aero
2014-09-01,112.0,lp_aero
2014-10-01,179.0,lp_aero
2014-11-01,177.0,lp_aero
2014-12-01,60.0,lp_aero
2015-01-01,135.0,lp_aero
2015-02-01,79.0,lp_aero
2015-03-01,45.0,lp_aero
2015-04-01,44.0,lp_aero
2015-05-01,37.0,lp_aero
2015-06-01,40.0,lp_aero
2015-07-01,75.0,lp_aero
2015-08-01,180.0,lp_aero
2015-09-01,31.0,lp_aero
2015-10-01,67.0,lp_aero
2015-11-01,131.0,lp_aero
2015-12-01,45.0,lp_aero
2016-01-01,78.0,lp_aero
2016-02-01,98.0,lp_aero
2016-03-01,85.0,lp_aero
2016-04-01,176.0,lp_aero
2016-05-01,70.0,lp_aero
2016-06-01,37.0,lp_aero
2016-07-01,197.0,lp_aero
2016-08-01,54.0,lp_aero
2016-09-01,44.0,lp_aero
2016-10-01,110.0,lp_aero
2016-11-01,70.0,lp_aero
2016-12-01,123.0,lp_aero
2017-01-01,148.0,lp_aero
2017-02-01,109.0,lp_aero
2017-03-01,61.0,lp_aero
2017-04-01,77.0,lp_aero
2017-05-01,158.0,lp_aero
2017-06-01,0.0,lp_aero
2017-07-01,100.0,lp_aero
2017-08-01,113.0,lp_aero
2017-09-01,127.0,lp_aero
2017-10-01,77.0,lp_aero
2017-11-01,24.0,lp_aero
2017-12-01,153.0,lp_aero
2018-01-01,143.0,lp_aero
2018-02-01,51.0,lp_aero
2018-03-01,98.0,lp_aero
2018-04-01,169.0,lp_aero
2018-05-01,220.0,lp_aero
2018-06-01,8.0,lp_aero
2018-07-01,138.0,lp_aero
2018-08-01,51.0,lp_aero
2018-09-01,130.0,lp_aero
2018-10-01,7.0,lp_aero
2018-11-01,165.0,lp_aero
2018-12-01,185.0,lp_aero
2019-01-01,77.0,lp_aero
2019-02-01,155.0,lp_aero
2019-03-01,80.0,lp_aero
2019-04-01,45.0,lp_aero
2019-05-01,46.0,lp_aero
2019-06-01,160.0,lp_aero
2019-07-01,136.0,lp_aero
2019-08-01,36.0,lp_aero
2019-09-01,61.0,lp_aero
2019-10-01,136.0,lp_aero
2019-11-01,25.0,lp_aero
2019-12-01,90.0,lp_aero
2020-01-01,47.0,lp_aero
2020-02-01,74.0,lp_aero
2020-03-01,132.0,lp_aero
2020-04-01,108.0,lp_aero
2020-05-01,16.0,lp_aero
2020-06-01,103.0,lp_aero
2020-07-01,11.0,lp_aero
2020-08-01,29.0,lp_aero
2020-09-01,80.0,lp_aero
2020-10-01,125.0,lp_aero
2020-11-01,43.0,lp_aero
2020-12-01,34.0,lp_aero
2021-01-01,104.0,lp_aero
2021-02-01,114.0,lp_aero
2021-03-01,78.0,lp_aero
2021-04-01,67.0,lp_aero
2021-05-01,69.0,lp_aero
2021-06-01,8.0,lp_aero
2021-07-01,37.0,lp_aero
2021-08-01,37.0,lp_aero
2021-09-01,94.0,lp_aero
2021-10-01,30.0,lp_aero
2021-11-01,86.0,lp_aero
2021-12-01,19.0,lp_aero
2022-01-01,157.0,lp_aero
2022-02-01,90.0,lp_aero
2022-03-01,55.0,lp_aero
2022-04-01,43.0,lp_aero
2022-05-01,33.0,lp_aero
2022-06-01,0.0,lp_aero
2022-07-01,37.0,lp_aero
2022-08-01,17.0,lp_aero
2022-09-01,7.0,lp_aero
2022-10-01,25.0,lp_aero
2022-11-01,65.0,lp_aero
2022-12-01,47.0,lp_aero
2023-01-01,25.0,lp_aero
2023-02-01,17.0,lp_aero
2023-03-01,37.0,lp_aero
2023-04-01,27.0,lp_aero
2023-05-01,148.0,lp_aero
2023-06-01,0.0,lp_aero
2023-07-01,52.0,lp_aero
2023-08-01,183.0,lp_aero
2023-09-01,38.0,lp_aero
2023-10-01,46.0,lp_aero
2023-11-01,168.0,lp_aero
2023-12-01,157.0,lp_aero
2024-01-01,24.0,lp_aero
2024-02-01,241.0,lp_aero
2024-03-01,290.0,lp_aero
2024-04-01,182.0,lp_aero
2024-05-01,11.0,lp_aero
2024-06-01,66.0,lp_aero
2024-07-01,6.0,lp_aero
2024-08-01,111.0,lp_aero
2024-09-01,19.0,lp_aero
2024-10-01,37.0,lp_aero
2024-11-01,123.0,lp_aero
2024-12-01,49.0,lp_aero
2000-01-01,74.0,villa_gesell
2000-02-01,217.0,villa_gesell
2000-03-01,88.0,villa_gesell
2000-04-01,51.0,villa_gesell
2000-05-01,49.0,villa_gesell
2000-06-01,121.0,villa_gesell
2000-07-01,33.0,villa_gesell
2000-08-01,96.0,villa_gesell
2000-09-01,79.0,villa_gesell
2000-10-01,68.0,villa_gesell
2000-12-01,32.0,villa_gesell
2001-01-01,142.0,villa_gesell
2001-02-01,111.0,villa_gesell
2001-03-01,73.0,villa_gesell
2001-04-01,23.0,villa_gesell
2001-05-01,128.0,villa_gesell
2001-06-01,145.0,villa_gesell
2001-07-01,56.0,villa_gesell
2001-08-01,134.0,villa_gesell
2001-09-01,108.0,villa_gesell
2001-10-01,226.0,villa_gesell
2001-11-01,93.0,villa_gesell
2001-12-01,54.0,villa_gesell
2002-01-01,53.0,villa_gesell
2002-02-01,133.0,villa_gesell
2002-03-01,372.0,villa_gesell
2002-04-01,73.0,villa_gesell
2002-05-01,191.0,villa_gesell
2002-06-01,12.0,villa_gesell
2002-07-01,37.0,villa_gesell
2002-08-01,82.0,villa_gesell
2002-09-01,117.0,villa_gesell
2002-10-01,167.0,villa_gesell
2002-11-01,77.0,villa_gesell
2002-12-01,44.0,villa_gesell
2003-01-01,187.0,villa_gesell
2003-02-01,83.0,villa_gesell
2003-03-01,64.0,villa_gesell
2003-04-01,103.0,villa_gesell
2003-05-01,83.0,villa_gesell
2003-06-01,46.0,villa_gesell
2003-07-01,49.0,villa_gesell
2003-08-01,76.0,villa_gesell
2003-09-01,50.0,villa_gesell
2003-10-01,137.0,villa_gesell
2003-11-01,139.0,villa_gesell
2003-12-01,191.0,villa_gesell
2004-01-01,48.0,villa_gesell
2004-02-01,51.0,villa_gesell
2004-03-01,56.0,villa_gesell
2004-04-01,131.0,villa_gesell
2004-05-01,10.0,villa_gesell
2004-06-01,44.0,villa_gesell
2004-07-01,71.0,villa_gesell
2004-08-01,171.0,villa_gesell
2004-09-01,25.0,villa_gesell
2004-10-01,40.0,villa_gesell
2004-11-01,78.0,villa_gesell
2004-12-01,35.0,villa_gesell
2005-01-01,143.0,villa_gesell
2005-02-01,40.0,villa_gesell
2005-03-01,78.0,villa_gesell
2005-04-01,10.0,villa_gesell
2005-05-01,47.0,villa_gesell
2005-06-01,185.0,villa_gesell
2005-07-01,56.0,villa_gesell
2005-08-01,169.0,villa_gesell
2005-09-01,47.0,villa_gesell
2005-10-01,60.0,villa_gesell
2005-11-01,93.0,villa_gesell
2005-12-01,43.0,villa_gesell
2006-01-01,271.0,villa_gesell
2006-02-01,85.0,villa_gesell
2006-03-01,42.0,villa_gesell
2006-04-01,108.0,villa_gesell
2006-05-01,7.0,villa_gesell
2006-06-01,87.0,villa_gesell
2006-07-01,73.0,villa_gesell
2006-08-01,24.0,villa_gesell
2006-09-01,43.0,villa_gesell
2006-10-01,147.0,villa_gesell
2006-11-01,75.0,villa_gesell
2006-12-01,119.0,villa_gesell
2007-01-01,44.0,villa_gesell
2007-02-01,126.0,villa_gesell
2007-03-01,121.0,villa_gesell
2007-04-01,173.0,villa_gesell
2007-05-01,63.0,villa_gesell
2007-06-01,7.0,villa_gesell
2007-07-01,62.0,villa_gesell
2007-08-01,54.0,villa_gesell
2007-09-01,151.0,villa_gesell
2007-10-01,107.0,villa_gesell
2007-11-01,58.0,villa_gesell
2007-12-01,35.0,villa_gesell
2008-01-01,39.0,villa_gesell
2008-02-01,267.0,villa_gesell
2008-03-01,122.0,villa_gesell
2008-04-01,22.0,villa_gesell
2008-05-01,64.0,villa_gesell
2008-06-01,44.0,villa_gesell
2008-07-01,67.0,villa_gesell
2008-08-01,76.0,villa_gesell
2008-09-01,35.0,villa_gesell
2008-10-01,27.0,villa_gesell
2008-11-01,94.0,villa_gesell
2008-12-01,13.0,villa_gesell
2009-01-01,5.0,villa_gesell
2009-02-01,49.0,villa_gesell
2009-03-01,120.0,villa_gesell
2009-04-01,59.0,villa_gesell
2009-05-01,101.0,villa_gesell
2009-06-01,116.0,villa_gesell
2009-07-01,85.0,villa_gesell
2009-08-01,32.0,villa_gesell
2009-09-01,51.0,villa_gesell
2009-10-01,59.0,villa_gesell
2009-11-01,190.0,villa_gesell
2009-12-01,113.0,villa_gesell
2010-01-01,32.0,villa_gesell
2010-02-01,133.0,villa_gesell
2010-05-01,85.0,villa_gesell
2010-06-01,97.0,villa_gesell
2010-07-01,110.0,villa_gesell
2010-08-01,52.0,villa_gesell
2010-09-01,95.0,villa_gesell
2010-10-01,72.0,villa_gesell
2010-11-01,63.0,villa_gesell
2011-01-01,166.0,villa_gesell
2011-02-01,69.0,villa_gesell
2012-12-01,139.0,villa_gesell
2013-01-01,65.0,villa_gesell
2013-02-01,42.0,villa_gesell
2013-03-01,75.0,villa_gesell
2013-04-01,54.0,villa_gesell
2013-05-01,52.0,villa_gesell
2013-06-01,14.0,villa_gesell
2013-07-01,43.0,villa_gesell
2013-08-01,13.0,villa_gesell
2013-09-01,137.0,villa_gesell
2013-10-01,63.0,villa_gesell
2013-11-01,87.0,villa_gesell
2013-12-01,46.0,villa_gesell
2014-01-01,177.0,villa_gesell
2014-02-01,123.0,villa_gesell
2014-03-01,134.0,villa_gesell
2014-04-01,114.0,villa_gesell
2014-05-01,101.0,villa_gesell
2014-06-01,70.0,villa_gesell
2014-07-01,99.0,villa_gesell
2014-08-01,97.0,villa_gesell
2014-09-01,62.0,villa_gesell
2014-10-01,104.0,villa_gesell
2014-11-01,59.0,villa_gesell
2014-12-01,69.0,villa_gesell
2015-01-01,80.0,villa_gesell
2015-02-01,60.0,villa_gesell
2015-03-01,48.0,villa_gesell
2015-04-01,112.0,villa_gesell
2015-05-01,50.0,villa_gesell
2015-06-01,15.0,villa_gesell
2015-07-01,125.0,villa_gesell
2015-08-01,190.0,villa_gesell
2015-09-01,22.0,villa_gesell
2015-10-01,64.0,villa_gesell
2015-11-01,89.0,villa_gesell
2015-12-01,28.0,villa_gesell
2016-01-01,77.0,villa_gesell
2016-02-01,141.0,villa_gesell
2016-03-01,90.0,villa_gesell
2016-04-01,136.0,villa_gesell
2016-05-01,135.0,villa_gesell
2016-06-01,36.0,villa_gesell
2016-07-01,82.0,villa_gesell
2016-08-01,16.0,villa_gesell
2016-09-01,127.0,villa_gesell
2016-10-01,60.0,villa_gesell
2016-11-01,23.0,villa_gesell
2016-12-01,45.0,villa_gesell
2017-01-01,190.0,villa_gesell
2017-02-01,234.0,villa_gesell
2017-03-01,152.0,villa_gesell
2017-04-01,121.0,villa_gesell
2017-05-01,34.0,villa_gesell
2017-06-01,102.0,villa_gesell
2017-07-01,114.0,villa_gesell
2017-08-01,122.0,villa_gesell
2017-09-01,131.0,villa_gesell
2017-10-01,133.0,villa_gesell
2017-11-01,91.0,villa_gesell
2017-12-01,142.0,villa_gesell
2018-01-01,116.0,villa_gesell
2018-02-01,60.0,villa_gesell
2018-03-01,130.0,villa_gesell
2018-04-01,134.0,villa_gesell
2018-05-01,118.0,villa_gesell
2018-06-01,70.0,villa_gesell
2018-07-01,49.0,villa_gesell
2018-08-01,39.0,villa_gesell
2018-09-01,80.0,villa_gesell
2018-10-01,48.0,villa_gesell
2018-11-01,82.0,villa_gesell
2018-12-01,127.0,villa_gesell
2019-01-01,62.0,villa_gesell
2019-02-01,80.0,villa_gesell
2019-03-01,98.0,villa_gesell
2019-04-01,63.0,villa_gesell
2019-05-01,41.0,villa_gesell
2019-06-01,200.0,villa_gesell
2019-07-01,41.0,villa_gesell
2019-08-01,17.0,villa_gesell
2019-09-01,14.0,villa_gesell
2019-10-01,62.0,villa_gesell
2019-11-01,49.0,villa_gesell
2019-12-01,98.0,villa_gesell
2020-01-01,41.0,villa_gesell
2020-02-01,107.0,villa_gesell
2020-03-01,152.0,villa_gesell
2020-04-01,100.0,villa_gesell
2020-05-01,45.0,villa_gesell
2020-06-01,37.0,villa_gesell
2020-07-01,72.0,villa_gesell
2020-08-01,48.0,villa_gesell
2020-09-01,35.0,villa_gesell
2020-10-01,113.0,villa_gesell
2020-11-01,50.0,villa_gesell
2020-12-01,22.0,villa_gesell
2021-01-01,251.0,villa_gesell
2021-02-01,124.0,villa_gesell
2021-03-01,114.0,villa_gesell
2021-04-01,100.0,villa_gesell
2021-05-01,84.0,villa_gesell
2021-06-01,58.0,villa_gesell
2021-07-01,33.0,villa_gesell
2021-08-01,45.0,villa_gesell
2021-09-01,114.0,villa_gesell
2021-10-01,38.0,villa_gesell
2021-11-01,29.0,villa_gesell
2021-12-01,30.0,villa_gesell
2022-01-01,68.0,villa_gesell
2022-02-01,107.0,villa_gesell
2022-03-01,77.0,villa_gesell
2022-04-01,137.0,villa_gesell
2022-05-01,19.0,villa_gesell
2022-06-01,1.0,villa_gesell
2022-07-01,41.0,villa_gesell
2022-08-01,61.0,villa_gesell
2022-09-01,24.0,villa_gesell
2022-10-01,52.0,villa_gesell
2022-11-01,178.0,villa_gesell
2022-12-01,69.0,villa_gesell
2023-01-01,35.0,villa_gesell
2023-02-01,146.0,villa_gesell
2023-03-01,45.0,villa_gesell
2023-04-01,36.0,villa_gesell
2023-05-01,111.0,villa_gesell
2023-06-01,29.0,villa_gesell
2023-07-01,62.0,villa_gesell
2023-08-01,51.0,villa_gesell
2023-09-01,30.0,villa_gesell
2023-10-01,30.0,villa_gesell
2023-11-01,99.0,villa_gesell
2023-12-01,210.0,villa_gesell
2024-01-01,45.0,villa_gesell
2024-02-01,82.0,villa_gesell
2024-03-01,130.0,villa_gesell
2024-04-01,149.0,villa_gesell
2024-05-01,14.0,villa_gesell
2024-06-01,32.0,villa_gesell
2024-07-01,25.0,villa_gesell
2024-08-01,102.0,villa_gesell
